source,isbn,title,authors,trust,confidence
indoo.com,0321269675,using uml software engineering with objects and components,stevens perdita,0.8993434329018792,0.9967102191509105
economy books,0321210263,software engineering,sommerville ian,0.9723914239747516,0.9998789264092445
enjoystudy,0201758652,software project management a realworld guide to success,henry joel,0.9766759766932226,0.980434435488723
papamedia.com,0321154207,a handbook of software and systems engineering empirical observations laws and theories,albert endres dieter rombach,0.8733613942170575,0.9672530971416954
bookbyte / norwest textbooks,0201722194,software design by budgen 2nd low price edition,budgen david,0.9280766480694883,0.9959112029780318
govind garg,0201754541,software engineering processes with the upedu,pierre n robillard philippe kruchten,0.9431169376221793,0.9120528675860151
collegebooksdirect.com,020174225X,projectbased software engineering an objectoriented approach,stiller evelyn leblanc cathie,0.9358603987009935,0.9434833261391812
campus book store,0201701030,the engineering of software a technical guide for the individual,dick hamlet joe maybee,0.9407494353102083,0.8718499328294966
collegebooksdirect.com,020139815X,software engineering,sommerville ian,0.9358603987009935,0.9997850887750694
betterworld.com,0201648563,software engineering a programming approach 3rd edition,douglas bell,0.9316930926150601,0.8695994909835969
indoo.com,0321166078,code quality the open source perspective,spinellis diomidis,0.8993434329018792,0.9976009087598146
indoo.com,0321268776,collaboration explained facilitation skills for software project leaders,tabaka jean,0.8993434329018792,0.9997957925644632
caiman,0321219767,aspect oriented software devel,filman robert e,0.8996170885289858,0.983955118092714
readmate,0321305493,pspsm a selfimprovement process for software engineers sei series in software engineering,humphrey watts s,0.9869348099414434,0.9988637722230707
cody books ltd,0321136195,practical software engineering analysis and design for the net platform addisonwesley object technology series,manassis enricos,0.8980054037753675,0.9954994578972737
a1books,0321193679,professional software development shorter schedules higher quality products more successful projects enhanced careers,mcconnell steve,0.9107805611839029,0.9992499101760484
flybookstore,0201799405,code readings,spinellis diomidis,0.9695264955945525,0.9995213966826632
a1books,0201794276,extreme programming for web projects,wallace doug raggett isobel aufgang joel,0.9107805611839029,0.8224193604734419
versandantiquariat robert a. mueller,0201741172,software configuration management patterns effective teamwork and practical integration,berczuk steve appleton brad,0.9570752949543444,0.874801317298039
best bargain books,0321113551,testing extreme programming,lisa crispin tip house,0.962004199724584,0.9146828702605707
betterworld.com,0201734095,architecturecentric software project management a practical guide,daniel j paulish,0.9316930926150601,0.972807678948712
ecampus.com,0201616408,extreme programming applied playing to win,auer ken miller roy,0.9361252860914566,0.9639269493467852
a1books,0201734850,peer reviews in software a practical guide,wiegers karl e,0.9107805611839029,0.9939937950232673
indoo.com,0201775751,request for proposal a guide to effective rfp development,porterroth bud,0.8993434329018792,0.9547155130351251
nationwide book traders,0201738260,a requirements pattern succeeding in the internet economy,ferdinandi patricia l,0.9573796259892479,0.9918652898341994
the library store,0201616262,cmm in practice processes for executing software projects at infosys,jalote pankaj,0.9955490341099199,0.9935223837093524
happybook,020161586X,the practice of programming,kernighan brian w pike rob,0.9805213064180616,0.9994636581884216
"textsearch, international (we recycle!)",0201760312,an introduction to objectoriented programming 3e 02,budd timothy,0.9485877574301298,0.9883923251053645
caiman,0321159624,atl internals 2e,tavares christopher,0.8996170885289858,0.9966744824634772
a1books,0321482751,agile software development the cooperative game,cockburn alistair,0.9107805611839029,0.9989242885545273
paperbackworld.de,020189551X,objectoriented analysis and design with applications,grady booch robert a maksimchuk michael w engel,0.9267988211560819,0.5854950384995075
book dispensary,0321321308,agility and discipline made easy practices from openup and rup,kroll per macisaac bruce,0.995744281566633,0.995744281566633
bookbyte / norwest textbooks,0321262204,art of clearcase deployment the secrets to successful implementation by buckley,buckley christian d pulsipher darren w,0.9280766480694883,0.9941525508789155
buecherdackel,0201699478,crystal clear a humanpowered methodology for small teams,cockburn alistair,0.9498470321643016,0.9991920499970361
the library store,0321228103,open source net development programming with nant nunit ndoc and more,nantz brian,0.9955490341099199,0.9999415337457457
happybook,0321213351,refactoring to patterns,kerievsky joshua,0.9805213064180616,0.9999531101748719
ecampus.com,0321321316,the software development edge essays on managing successful projects,marasco joe,0.9361252860914566,0.9994812987064478
books down under,0201699710,the ace programmers guide practical design patterns for network and systems programming,huston stephen d johnson james syyid umar,0.921980660671882,0.9957248221672738
mayapapaya books,0201788918,mda distilled principles of modeldriven architecture,mellor stephen j scott kendall uhl axel weise dirk,0.8709899560691049,0.9793502124484095
buecherdackel,0321197704,the rational unified process an introduction an introduction addisonwesley object technology series,kruchten philippe,0.9498470321643016,0.9999466031870584
a1books,0201379430,object design roles responsibilities and collaborations,wirfsbrock rebecca mckean alan,0.9107805611839029,0.9959173819026205
best bargain books,0201745763,pair programming illuminated,laurie williams robert kessler,0.962004199724584,0.8894267719546765
bargainbookstores.com,0201721848,patterns for effective use cases,paul bramble alistair cockburn andy pols steve adolph,0.9687988940821591,0.9591236744108581
ecampus.com,0321166094,the rational unified process made easy a practitioners guide to the rup,kroll per kruchten philippe,0.9361252860914566,0.998339893885398
the e,0201699699,agile software development software through people,cockburn alistair,0.9817995946949345,0.9956732210593585
books2anywhere.com,0201634600,design by contract,mitchell richard mckim jim,0.9588284623552487,0.9005740936399913
indoo.com,0201734109,essence of objectoriented programming with javatm and uml the,wampler bruce e,0.8993434329018792,0.9702902100530085
bookbyte / norwest textbooks,0201758202,improving software organizations from principles to practice by mathiassen,mathiassen lars priesheje jan ngwenyama ojelanki,0.9280766480694883,0.8315242781250022
actinia bookstores,0201722291,performance solutions a practical guide to creating responsive scalable software 1st edition,smith connie u williams lloyd g smith connie williams lloyd,0.8816071053242618,0.714763809635411
the e,0201733862,software craftmanship the new imperative,mcbreen pete,0.9817995946949345,0.9946205651042749
brillig books,0201731142,squeak a quick trip to objectland,korienek gene wrensch tom dechow doug,0.8119694280244777,0.8119694280244777
a1books,0201615924,advanced use case modeling software systems,armour frank miller granville,0.9107805611839029,0.9939229589238362
bookman-huntington,0201711613,the art of objects objectoriented design and architecture,lau yuntung,0.9828734434933686,0.9815682737112249
the e,0201325640,a practical guide to testing objectoriented software,mcgregor john d sykes david a,0.9817995946949345,0.9823201384823568
cobain llc,0201615932,requirements a unified approach the addisonwesley object technology series,dean leffingwell don widrig,0.9553688685585955,0.9756754150843852
caiman,0201809389,testing objectoriented sy,binder robert,0.8996170885289858,0.9951421538513352
bookbyte / norwest textbooks,0201379457,com and corba side by side architectures strategies and implementations by pritchard,pritchard jason,0.9280766480694883,0.9931831848746616
urbano libros,0201498375,doing hard time developing realtime systems with uml objects frameworks and patterns,douglass bruce powel,0.9857803862406318,0.9959670987442296
boomer's books,0201309947,object technology a managers guide second edition,taylor david a,0.9985929146625622,0.9985929146625622
powell's  books,0201498340,surviving object oriented projects,cockburn alistair,0.9257430697715145,0.9554335246213183
powell's  books,0201544350,object oriented software eng,jacobson ivar,0.9257430697715145,0.9998073324189528
economy books,9780072320862,computer organization,hamacher v carl vranesic zvonko g zakay safwat,0.9723914239747516,0.9583750512043014
kayleighbug,9780072256758,hacking exposed computer forensics hacking exposed,davis chris philipp aaron cowen david,0.9881706093257725,0.9961718843411075
books down under,9780072255089,computer security lab manual,nestler vincent conklin wm arthur white gregory,0.921980660671882,0.7712012146273539
daylight books,9780072941494,the universal computer introducing computer science with multimedia,glenn d blank robert barnes edwin j kay,0.8048907364189181,0.8048907364189181
california textbooks,9780072985559,computer education for teachers integrating technology into classroom teaching,sharp vicki f,0.9747070277563263,0.9865934449973165
brandnewtextbooks,9780072976779,applied numerical methods with matlab for engineers and scientists,chapra steven c,0.9617814597868695,0.9603107623906061
collegebooksdirect.com,9780073132907,applied numerical methods with matlab for engineers and scientists,chapra steven c,0.9358603987009935,0.8459946690373005
a2zbooks,9780073195995,design for electrical and computer engineers theory concepts and practice,ford ralph coulston chris,0.9127284799067507,0.9016843742101892
caiman,9780072231915,coreldraw 12,bain steve,0.8996170885289858,0.9995692606967731
thesaintbookstore,9780072255096,principles of computer security security and beyond,conklin wm arthur white gregory b cothren chuck williams dwayne davis roger l conklin art white gregory davis roger,0.976798343928297,0.8725678209521013
textbooksnow,9780070004849,structure interpretation of computer programs,abelson,0.7504402992037211,0.8053734810553774
reliable book service,9780072861983,computer architecture and organization,hayes john p,0.9012242932665471,0.900147338967684
bookbyte / norwest textbooks,9780072226966,incident response and computer forensics by prosise 2nd edition,prosise chris mandia kevin,0.9280766480694883,0.9775982475399061
bookbyte / norwest textbooks,9780079136787,c programming for engineering and computer science by tan,tan hh andrew dorazio tim b,0.9280766480694883,0.8812746681307871
a1books,9780071374736,verilog computerbased training course,zainalabedin navabi,0.9107805611839029,0.7734742510133863
northeast books,9780072229233,the healthy pc preventive care and home remedies for your computer,holzman carey,0.9894740421861614,0.9901172489905696
a1books,9780072354676,introduction to engineering and the environment,edward s rubin rubin cliff i davidson,0.9107805611839029,0.7213363402908751
wonder book,9780071357814,schaums outline of computer graphics,zhigang xiang roy a plastock,0.9483204566455344,0.941666558663627
reliable book service,9780072467505,introduction to computing systems from bits and gates to c and beyond,patt yale patel sanjay j,0.9012242932665471,0.9785639404797118
browns books,9780072844528,programming the web using visual studionet,mercer david,0.9373390621133753,0.9067779494126276
proservice,9780073516677,computing essentials,oleary timothy j oleary linda i,0.9690580416311252,0.9658562524937655
gotbooks,9780071345545,schaums outline of introduction to computer science,pauline cushman ramon matatoledo,0.9249149640674366,0.9564364238688673
jona books,9780071362078,computer architecture schaums outlines,carter nicholas,0.800564440230707,0.9726160835399359
collegebooksdirect.com,9780071362856,schaums outline of theory and problems of computer networking,tittel ed,0.9358603987009935,0.9901652921738825
better world books sale,9780072254648,computing today w student cd simnet concepts,timothy j oleary,0.9391579370783232,0.794090578577407
aamstar bookshop,9780078216770,introduction to help desk concepts and skills,sanderson susan,0.9969822127113513,0.9969822127113513
caiman,9780072223224,mcsemcsa managing 2003wcd,desai anil,0.8996170885289858,0.9983553530266119
ecampus.com,9780072225662,mcsemcsa implementing a indows server 2003 network infrastructure study guide exam 70291,mccaw rory lind kenneth,0.9361252860914566,0.978680970284692
"verycoolbooks.com, inc.",9780072872156,simnet concepts an interactive student cdrom,triad interactive,0.9535868668703122,0.940642357468916
browns books,9780072930962,program the web,sosinsky barrie a,0.9373390621133753,0.9487553925864719
a1books,9780072232325,mcsemcsa windows server 2003 environment study guide exam 70290 with microsoft windowsr server 2003 180day trial,anil desai,0.9107805611839029,0.7833937373990688
paperbackshop-us,9780072232332,mcsemcsa implementing managing and maintaining,mccaw rory lind kenneth s,0.9242906149786049,0.8032243941731163
d & a worldwide textbook service,9780073101569,numerical methods for engineers,chapra steve canale raymond,0.9881872877029164,0.9811264328868498
indoo.com,9780072944822,simnet xpert combined standard edition release 31,triad interactive,0.8993434329018792,0.8490108291629145
bookbyte / norwest textbooks,9780072397024,business data communications by forouzan,forouzan behrouz a,0.9280766480694883,0.9765058482424902
a1books,9780072456103,windows 2000 computer based tutorial cdrom,kenneth laudon,0.9107805611839029,0.7557095862561304
betterworld.com,9780072551877,simnet xpert combined pageout edition release 30,triad interactive,0.9316930926150601,0.9862651381927832
betterworld.com,9780072944792,simnet xpert combined pageout edition release 31,triad interactive,0.9316930926150601,0.9693421128077653
indoo.com,9780072944815,simnet xpert assessment pageout release 31,triad interactive,0.8993434329018792,0.8490108291629145
indoo.com,9780072254631,simnet concepts release 15,triad interactive,0.8993434329018792,0.864874286927143
back alley books,9780072255539,the pc doctors fix it yourself guide,kingsleyhughes adrian,0.9291706928291283,0.9990541031661943
revaluation books,9780072944846,simnet xpert assessment standard edition release 31,triad interactive,0.9237457492069083,0.5854950384995075
studentbookstoreglobal,9780073212227,vector mechanics for engineers statics and dynamics,beer ferdinand p johnston jr e russell etc,0.914169279696723,0.7616969789799265
northeast books,9780070379909,schaums outline of essential computer mathematics,lipschutz seymour,0.9894740421861614,0.999934013537559
allenac,9780071409278,complete digital design a comprehensive guide to digital electronics and computer system architecture,balch mark,0.9823504324189063,0.9995783390300756
textbookxdotcom,9780073528328,computers in society,de palma paul,0.8293554590601047,0.9671329026097502
hippo books,9780072478808,annual editions computers in education 0203 computers in education 10th ed,john hirschbuhl dwight bishop,0.9538535148669384,0.911683253561745
textbookxdotcom,9780073131146,computer accounting with quickbooks 2006,ulmer donna,0.8293554590601047,0.9109432488763967
caiman,9780073288512,computer accounting,yacht carol,0.8996170885289858,0.7245059874858442
"borgasorus books, inc",9780072966213,simnet for office 2003 enterpriseblackboardwebct edition office suite,interactive triad,0.8731564690290464,0.5854950384995075
caiman,9780072257045,capm certified assoc in pwcd,phillips joseph,0.8996170885289858,0.9997945269498207
bookmac,9780335216369,childrens literature and computer based teaching,unsworth len thomas angela simpson alyson m asha jennifer l,0.9319682201698507,0.9319682201698507
paperbackshop-us,9780072922363,fundamentals of finite element analysis,hutton david v,0.9242906149786049,0.9331745052156706
the big book sale,9780072231243,mike meyers a guide to operating systems mike meyers a guide,meyers michael,0.8703437759245626,0.8879848083890786
textbook recycle,9780073660967,programming logic for business,laura saret,0.928924641972992,0.9740553959048059
textbook brokers,9780072390841,product costing concepts and applications,ralph s polimeni,0.9375251894309492,0.7788313849511362
ecampus.com,9780072847154,annual editions computers in education 0405,hirschbuhl john,0.9361252860914566,0.8826055181970008
bunches of books,9780072958706,simnet xpert release 4 combined standard edition,triad interactive,0.9424276114238477,0.9572360632211931
bunches of books,9780072958713,simnet xpert release 4 combined pageout edition,triad interactive,0.9424276114238477,0.940642357468916
back alley books,9780072999389,computer accounting essentials using epeachtree,yacht carol crosson susan,0.9291706928291283,0.8615482940599652
elder's bookstore,9780070087149,schaums outline of theory and problems of finite element analysis,buchanan george r,0.9984934152477368,0.9984934152477368
bookbyte / norwest textbooks,9780072337389,oleary series microsoft word 2000 by oleary brief edition,oleary timothy j oleary linda i,0.9280766480694883,0.9754097776698429
betterworld.com,9780072472509,the oleary series windows xp brief,timothy j oleary linda i oleary linda oleary,0.9316930926150601,0.9143994183770868
caiman,9780072560312,programming the web using xhtm,lagerstrom larry randles,0.8996170885289858,0.9395941854739488
speedy books shipping from usa!,9780028005942,digital computer electronics,albert p malvino,0.8495993743758783,0.8397078817659571
quartermelon,9780072834321,microsoft office access 2003,coulthard glen hutchinsonclifford sarah,0.9282979715073033,0.90768407831504
bunches of books,9780072834345,advantage series microsoft office access 2003 complete edition advantage,glen coulthard sarah hutchinsonclifford,0.9424276114238477,0.7558617172118034
the big book sale,9780072226959,introduction to unix and linux,muster john,0.8703437759245626,0.9907546028703255
browns books,9780072231199,mike meyers a guide to pc hardware,meyers michael,0.9373390621133753,0.95542289653683
powell's  books,9780072231236,a guide to operating systems lab manual,meyers michael,0.9257430697715145,0.9803588495155564
indoo.com,9780072966237,simnet xpert release 4 enterprise edition office suite,triad interactive,0.8993434329018792,0.8881752921862124
bookbyte / norwest textbooks,9780078227813,filing and computer database projects by stewart 2nd edition,stewart jeffrey r melesco nancy,0.9280766480694883,0.7725044255152724
bookbyte / norwest textbooks,9780072978902,peter nortons introduction to computers by norton 6th edition,norton peter,0.9280766480694883,0.9970050928916614
reliable book service,9780072466850,introduction to the finite element method,reddy jn,0.9012242932665471,0.9730564887057073
a1books,9780072371925,the statistical imagination with free computer applications cdrom and student version spss 90,ferris j ritchey,0.9107805611839029,0.7714291429806439
a1books,9780070137783,introduction to electrical and computer engineering,l richard carley,0.9107805611839029,0.7164577809976365
caiman,9780072903621,experimental context for introduction to electrical and computer engineering,carley lrichard,0.8996170885289858,0.9800649841618226
great buy books,9780072337488,oleary series microsoft powerpoint 2000 introductory edition,timothy j oleary linda i oleary,0.9455201536964254,0.9653055150429322
browns books,9780072374162,outlook 2000,oleary timothy j,0.9373390621133753,0.9665340405878213
frugal media corporation,9780072499544,oleary series ms office 2000 enhanced edition,timothy j oleary linda i oleary timothy oleary,0.965712503197387,0.9866046044266699
back alley books,9780072552584,it today with interactive companion 30,mcgrawhill,0.9291706928291283,0.8034827867050501
hippo books,9780028043760,introduction to computers using window 98,norton,0.9538535148669384,0.9731341501381218
back alley books,9780028044071,windows 2000 a tutorial to accompany peter nortons introduction to computers student edition with cdrom tutorial,norton peter,0.9291706928291283,0.9546861816139438
wonder book,9780028048918,windows 98 complete course,goldhamer robert,0.9483204566455344,0.8554069327189934
bookbyte / norwest textbooks,9780028048970,windows 2000 complete course by goldhamer,goldhamer robert,0.9280766480694883,0.9980481537571828
"verycoolbooks.com, inc.",9780026648172,windows 98 the introductory program with 35 data disk,mcgrawhill,0.9535868668703122,0.8124837394234871
caiman,9780072223194,mcse windows server 2003wcd,suhanovs dennis,0.8996170885289858,0.9816726529600687
bookcloseouts.com,9780072225754,mike meyers mcsemcsa windows server 2003 active directory certification passport exam 70294,culp brian,0.8738208899212647,0.9737823240457409
quartermelon,9780072834307,microsoft office access 2003,coulthard glen hutchinsonclifford sarah,0.9282979715073033,0.9720414287297484
the big book sale,9780072226324,introduction to pc hardware and troubleshooting,meyers michael,0.8703437759245626,0.9968869457448567
browns books,9780072226331,security certification,white gregory b,0.9373390621133753,0.9816218556658332
indoo.com,9780072971293,simnet for office 2003 standard edition,triad interactive,0.8993434329018792,0.8490108291629145
a1books,9780072232172,mcse windows server 2003 active directory infrastructure study guide exam 70294 with windows server 2003 180day trial software,dennis suhanovs press certification certification press,0.9107805611839029,0.5649901477785569
caiman,9780072255881,photoshop dreamweaver integr,smith colin,0.8996170885289858,0.9970931043546798
bradsbooks.com,9780072978476,peter nortons computing fundamentals 6e,norton peter,0.9359304927807728,0.9989106324332566
campus book store,9780073273266,computer accounting with microsoft great plains 80 w software cd,carol yacht susan crosson,0.9407494353102083,0.8858295474169005
caiman,9780073273273,computer accounting essentials with great plains,yacht carol crosson susan,0.8996170885289858,0.6827791371129516
textbookxdotcom,9780073131122,computer accounting essentials using quickbooks,yacht carol crosson susan,0.8293554590601047,0.7317431780203324
indoo.com,9780072300413,computer concepts in econonomics,donna thompson,0.8993434329018792,0.73810033419814
"pacific book exchange, llc",9780072565850,microsoft xp handbook your guide to transitioning to office xp and windows xp,knight harry,0.9560755363671141,0.998039138405334
quartermelon,9780072843996,microsoft windows xp complete,haag stephen perry james t sosinsky barrie estevez efren,0.9282979715073033,0.859183503641614
great buy books,9780028055879,a professional series approach excel 2000 level 1 core student edition professional approach s,carole tobias,0.9455201536964254,0.9920024950300929
bookbyte / norwest textbooks,9780028055909,word 2000 professional approach by hinkle short course,deborah hinkle,0.9280766480694883,0.8078778246454237
back alley books,9780028055916,a professional approach series word 2000 level 2 expert student edition professional approach,hinkle deborah,0.9291706928291283,0.9870304570268528
great buy books,9780028055923,a professional approach series word 2000 level 1 core student edition professional approach s,deborah hinkle,0.9455201536964254,0.9901726117101912
samm44's used books,9780028056005,office 2000 professional approach,hinkle deborah,0.7770824306721021,0.7770824306721021
powell's  books,9780072223255,windows server 2003 network study guide,huggins diana,0.9257430697715145,0.9583650463973338
"borgasorus books, inc",9780072830767,iseries microsoft office access 2003 complete iseries,haag stephen perry james t,0.8731564690290464,0.9672611389071171
quartermelon,9780072835564,microsoft office access 2003,oleary linda i,0.9282979715073033,0.9849110194947609
quartermelon,9780072835595,microsoft access 2003,oleary timothy oleary linda,0.9282979715073033,0.9601016219149027
caiman,9780072226225,windows server 2003,shimonski robert j,0.8996170885289858,0.9954703255034464
collegebooksdirect.com,9780072845501,programming the web using xml,pearlman ellen mullin eileen,0.9358603987009935,0.8564212799117571
annex books inc,9780072226973,network security the complete reference,rhodesousley mark bragg roberta strassberg keith,0.9808030627401939,0.9748006632470467
bookcloseouts.com,9780072227840,web security portable reference hack notes,shema mike,0.8738208899212647,0.9858027787677213
northeast books,9780072227857,hacknotestm windows security portable reference,odea michael,0.9894740421861614,0.9678461573816379
antiquariat kisch & co.,9780072227864,hacknotes linux and unix security portable reference a musthave resource for critical security information,dhanjani nitesh,0.9527585638470863,0.9936251980631772
opoe-abe books,9780072939200,micrsftoffice access brief2003wcd,oleary,0.7348790216722247,0.6000171706051505
henry's biz books,9780072230611,windows server 2003 hacking exposed,scambray joel mcclure stuart,0.9823203825737403,0.9946440239887
bradsbooks.com,9780072230932,fundamentals of network security,maiwald eric,0.9359304927807728,0.9990043577974971
opoe-abe books,9780072254914,advanced progvisbasicnetwcd,bradley,0.7348790216722247,0.7149088374592408
caiman,9780072263848,java,schildt herbert,0.8996170885289858,0.9998092898475718
alphacraze.com,9780072263206,cwsp certified wireless security professional official study guide exam pw0200 second edition,carpenter tom moerschel grant dreger richard,0.9831052612305028,0.9833114444197067
a1books,9780070259409,tsp handbook to accompany econometric models and economic forecasts by pindyck and rubenfeld,robert s pindyck daniel l rubinfeld bronwyn h hall sergio l schmukler,0.9107805611839029,0.6359501421772231
indoo.com,9780072565089,bluej the interactive environment cd,rosenberg,0.8993434329018792,0.6401418624647631
powell's  books,9780072224986,mcsa windows 2000 set 70 210 215 218,simpson alan,0.9257430697715145,0.9461996007158594
bookbyte / norwest textbooks,9780072833430,microsoft windows xp by haag,haag stephen,0.9280766480694883,0.9656627726440579
bookcloseouts.com,9780072227413,mike meyers certification passport security with cdrom,kay trevor,0.8738208899212647,0.9968742774773729
bookbyte / norwest textbooks,9780028049212,word 2000,norton peter,0.9280766480694883,0.9609300299605827
bookbyte / norwest textbooks,9780028055886,excel 2000 a professional approach by tobias level 2 expert,tobias carole,0.9280766480694883,0.9207978759875348
great buy books,9780028055893,a professional approach series access 2000 levels 1 and 2 core and expert student edition professional approach s,kathleen stewart,0.9455201536964254,0.9749288848514382
hippo books,9780028055992,a professional approach series powerpoint 2000 levels 1 and 2 core expert student edition professional approach s,sharon anne fisherlarson margaret marple,0.9538535148669384,0.9930680662466956
collegebooksdirect.com,9780078204616,office 2000 integrated applications a professional approach student edition,gleason joyce,0.9358603987009935,0.7483875557095798
sheebook,9780072830613,iseries microsoft office access 2003 introductory,haag stephen perry james t wells merrill,0.9480598233449725,0.9575098573095139
paperbackshop-us,9780072225648,hacking linux exposed,hatch brian lee james kurtz george,0.9242906149786049,0.9833395888773893
caiman,9780072229240,intro to relational databwcd,allen christopher,0.8996170885289858,0.8827350020798794
a1books,9780072231182,mike meyersandapos a guide to managing and troubleshooting pcs lab manual mhcindas data series on material properties,michael meyers lloyd jeffries,0.9107805611839029,0.830707767055957
caiman,9780072231465,managing troubleshooting pcs,meyers michael,0.8996170885289858,0.9077765177709402
textbooksnow,9780072967791,computing concepts introductory wcd2872152,haag,0.7504402992037211,0.6678383024738321
caiman,9780072253658,rhce red hat certified enginee,jang michael,0.8996170885289858,0.9996911249453155
a1books,9780072232196,mcse planning a windowsr server network infrastructure study guide exam 70293 with windowsr server 2003 180day trial software,diana huggins,0.9107805611839029,0.7033771800080636
caiman,9780072232066,microsoft office access 2003,juarez jon carter john stewart kathleen,0.8996170885289858,0.8999556940848271
versandantiquariat robert a. mueller,9780072255607,mike meyers network guide to managing and troubleshooting networks,meyers michael,0.9570752949543444,0.915310244164161
paperbackshop-us,9780072253603,sun certified programmer developer for java 2,sierra kathy bates bert,0.9242906149786049,0.9985332236650408
bookcloseouts.com,9780072227765,microsoftr yukon new features,otey michael,0.8738208899212647,0.9999814421554071
gildonbooks,9780072254280,oracle database 10g high availability with rac flashback and data guard osborne oracle press series,hart matthew jesse scott,0.9575355174003221,0.9941928230366858
"the book den, abaa",9780072261943,expert oracle pl sql,hardman ron mclaughlin michael,0.9953348908188226,0.9953348908188226
indoo.com,9780073304274,programming vbnet 2005 cd 180 day trial software,bradley,0.8993434329018792,0.648601444944642
a1books,9780072230666,oracle database 10g plsql programming,scott urman ron hardman michael mclaughlin,0.9107805611839029,0.9750850832030284
caiman,9780072263350,voice data communication handbook,bates regis bud gregory donald w,0.8996170885289858,0.6849174572189467
books2anywhere.com,9780072259605,oracle jdeveloper for forms plsql developers,koletzke peter mills duncan,0.9588284623552487,0.9998425136847799
college book service,9780072500172,interactive computing series microsoft office 2000 enhanced ed text only,laudon kenneth,0.9191103241513162,0.6380551288460771
caiman,9780072830583,microsoft office access 2003,haag stephen,0.8996170885289858,0.9231400495814076
proservice,9780072976755,fundamentals of thermalfluid sciences,cengel yunus a turner robert,0.9690580416311252,0.9570250448814065
bookforyou,9780070089853,advanced strength and applied stress analysis,budynas richard g,0.9036711209100035,0.9111740105878042
a1books,0123705924,reallife mda solving business problems with model driven architecture,guttman michael parodi john,0.9107805611839029,0.6049469491324575
a1books,0123695139,fastsoa the way to use native xml technology to achieve service oriented architecture governance scalability and performance,cohen frank,0.9107805611839029,0.946170133577577
a1books,0123705932,architecture and patterns for it service management resource planning and governance making shoes for the cobblerandaposs children,betz charles t,0.9107805611839029,0.9890416622222485
alphacraze.com,1555583407,microsoft windows security fundamentals for windows 2003 sp1 and r2,clercq jan de grillenmeier guido,0.9831052612305028,0.9504892758188289
caiman,0750681845,learning made simple basic computing,mcbride pk,0.8996170885289858,0.9124343737181723
quartermelon,0750681888,presentations with powerpoint learning made simple,stephen moira,0.9282979715073033,0.9637238773744754
quartermelon,075068187X,word processing with word learning made simple,brindley keith,0.9282979715073033,0.9725801473473024
quartermelon,0750681896,communicating with email and the internet learning made simple,mcbride peter,0.9282979715073033,0.9460880149586566
movies with a smile,0750681861,databases with access learning made simple,stephen moira,0.9487572044461003,0.9834635714252757
quartermelon,0750681853,spreadsheets with excel learning made simple,morris stephen,0.9282979715073033,0.9762721702318622
browns books,0750667311,an an,combe colin,0.9373390621133753,0.9951374180018147
allenac,0123695317,pattern recognition,sergios theodoridis konstantinos koutroumbas,0.9823504324189063,0.9972548744332805
reliable book service,0127425039,grid computing the savvy managers guide,plaszczak pawel wellner richard,0.9012242932665471,0.9891200675180521
annex books inc,1558608893,innovation happens elsewhere open source as business strategy,goldman ron gabriel richard p,0.9808030627401939,0.9852549527092855
bobs books,075066455X,managing stakeholders in software development projects,mcmanus,0.9211670314157427,0.9111712101691608
alphacraze.com,0750663510,strategies for growth in smes the role of information and information sytems,levy margi powell philip,0.9831052612305028,0.9310964925194237
sarl culture-factory,155558327X,physical security for it,erbschloe,0.8356993882813973,0.9495817542206727
a1books,0750661402,value creation from ebusiness models,wendy currie,0.9107805611839029,0.9779809163252133
a1books,0120121603,advances in computers volume 60 information security advances in computers,marvin zelkowitz,0.9107805611839029,0.7810695656060183
a1books,0750677562,excel by example a microsoft excel cookbook for electronics engineers,kagan aubrey,0.9107805611839029,0.9995675817908315
college book service,0750661410,the past and future of information systemshc 2004,andersen kim viborg,0.9191103241513162,0.9133403141222242
a1books,0750658959,ebiz the anatomy of electronic business,geoffrey sampson,0.9107805611839029,0.9254354571278866
a1books,1555582958,integrating wireless technology in the enterprise pdas blackberries and mobile devices,william wheeler,0.9107805611839029,0.9726890458860408
browns books,0750658673,risk management in software development projects,mcmanus john,0.9373390621133753,0.9828811726129904
bobs books,1558608222,from cobol to oop,knasmullermarkus,0.9211670314157427,0.9029975293355081
quartermelon,0750661577,systems and project management may 2003 exam questions and answers,series edited by cima,0.9282979715073033,0.6299374374234811
sarl culture-factory,1555582893,rapid value management for the business cost of ownership,andrew wigodsky,0.8356993882813973,0.8235741466214653
caiman,1558609172,semantics in business sys os,mccomb dave,0.8996170885289858,0.9464196117335313
powell's  books,1558609199,database modeling with ms visio for ente,halpin terry,0.9257430697715145,0.7113007314765786
worldofbooks,1555583067,cybersecurity operations handbook,hancockbill,0.8588308916417746,0.7055116007745561
movies with a smile,0750676566,the information systems security officers guide establishing and managing an information protection program,kovacich gerald,0.9487572044461003,0.9474790696441274
justice book company,1558609164,business intelligence the savvy managers guide,loshin david,0.9442573993132608,0.9952940506791893
d2d books,1555582605,computer systems performance evaluation and prediction,fortier paul j michel howard,0.9078876503453568,0.9015616465367763
bobs books,155558277X,call center operation design operation and maintenance,sharpduane,0.9211670314157427,0.9359559396416501
davids antiquariat + www.catch-a-book.de,1558608168,modeling business objects with xml schema,daum berthold,0.9688144191006258,0.9900970492147444
